account,lifecycle_stage,risk_level
C1268763135,Activation,3
C1269100700,Activation,3
C1269409317,Activation,3
C1269420432,Activation,3
C1269721100,Activation,3
C1269763321,Activation,3
C1269861924,Activation,3
C126999863,Activation,3
C1270013623,Activation,3
C1270123397,Activation,3
C1270175707,Activation,3
C1270223061,Activation,3
C1270362988,Activation,3
C1270665617,Activation,3
C1270751664,Activation,3
C127098115,Activation,3
C1271087457,Activation,3
C1271248505,Activation,3
C1271662433,Activation,3
C1271945104,Activation,3
C1272560847,Activation,3
C1272694533,Activation,3
C1273047168,Activation,3
C127338416,Activation,3
C1273725199,Activation,3
C1273953731,Activation,3
C1274141620,Activation,3
C1274544865,Activation,3
C1274609372,Activation,3
C1274651891,Activation,3
C1274686397,Activation,3
C1274887619,Activation,3
C1274910960,Activation,3
C1274959638,Activation,3
C1275005774,Activation,3
C1275321415,Activation,3
C1275336083,Activation,3
C1275373422,Activation,3
C1275464847,Activation,3
C1275541215,Activation,3
C1275728264,Activation,3
C1275808280,Activation,3
C1275891732,Activation,3
C127639062,Activation,3
C1276671609,Activation,3
C127671231,Activation,3
C1277761503,Activation,3
C127795331,Activation,3
C12780702,Activation,3
C1278233953,Activation,3
C1278483248,Activation,3
C1278796725,Activation,3
C1279213624,Activation,3
C1279307827,Activation,3
C1279323433,Activation,3
C1279562736,Activation,3
C127960549,Activation,3
C1279803681,Activation,3
C1280075044,Activation,3
C1280323807,Activation,3
C1280846631,Activation,3
C1280852753,Activation,3
C1280889353,Activation,3
C1281057632,Activation,3
C1281420811,Activation,3
C1281479981,Activation,3
C1282030759,Activation,3
C1282179379,Activation,3
C1282477979,Activation,3
C1282533102,Activation,3
C1282559075,Activation,3
C1283193575,Activation,3
C1283250081,Activation,3
C1283613009,Activation,3
C1283767836,Activation,3
C1284098442,Activation,3
C1284144520,Activation,3
C1284457893,Activation,3
C1284814177,Activation,3
C1284823320,Activation,3
C1284973829,Activation,3
C1285139783,Activation,3
C1285235130,Activation,3
C1285761418,Activation,3
C128613711,Activation,3
C1286314834,Activation,3
C1286606921,Activation,3
C1287144716,Activation,3
C1287154806,Activation,3
C1287511986,Activation,3
C1287528366,Activation,3
C1287690661,Activation,3
C1287719145,Activation,3
C1287818335,Activation,3
C1287857685,Activation,3
C1289286413,Activation,3
C1289446218,Activation,3
C128992115,Activation,3
C1290569824,Activation,3
C129076810,Activation,3
C1291131466,Activation,3
C1291212648,Activation,3
C1291245872,Activation,3
C1291634123,Activation,3
C1291955358,Activation,3
C1292366795,Activation,3
C1292819239,Activation,3
C1293504491,Activation,3
C1293936707,Activation,3
C1294019179,Activation,3
C1294027751,Activation,3
C1294188821,Activation,3
C1294288160,Activation,3
C1294472700,Activation,3
C1294508143,Activation,3
C1294538821,Activation,3
C1295000556,Activation,3
C1295280435,Activation,3
C1295443216,Activation,3
C1295540356,Activation,3
C1295812229,Activation,3
C1296182118,Activation,3
C1296215617,Activation,3
C1296748795,Activation,3
C1297057320,Activation,3
C1297114741,Activation,3
C1298336422,Activation,3
C1298652940,Activation,3
C1298700512,Activation,3
C1298821369,Activation,3
C129898759,Activation,3
C1299137401,Activation,3
C1299375115,Activation,3
C1299526002,Activation,3
C1299679751,Activation,3
C1300397389,Activation,3
C1300574911,Activation,3
C1300586295,Activation,3
C130070267,Activation,3
C130072062,Activation,3
C1301301419,Activation,3
C1301979362,Activation,3
C1302461032,Activation,3
C1302526975,Activation,3
C130301961,Activation,3
C1303610178,Activation,3
C1303640793,Activation,3
C1303719003,Activation,3
C1303980917,Activation,3
C1304293347,Activation,3
C1304518547,Activation,3
C1304547531,Activation,3
C1305053025,Activation,3
C1305247312,Activation,3
C1305407743,Activation,3
C1305486145,Activation,3
C1305559146,Activation,3
C1305572067,Activation,3
C1305598780,Activation,3
C1305617036,Activation,3
C1305964333,Activation,3
C130753302,Activation,3
C1308416939,Activation,3
C1308715820,Activation,3
C1309155420,Activation,3
C1309442409,Activation,3
C1309775985,Activation,3
C1309793082,Activation,3
C1309821311,Activation,3
C1310120773,Activation,3
C1310618483,Activation,3
C1310756162,Activation,3
C1311186566,Activation,3
C1311270979,Activation,3
C1311418994,Activation,3
C1311443000,Activation,3
C1311695181,Activation,3
C1311838083,Activation,3
C131199741,Activation,3
C1312139303,Activation,3
C1312260902,Activation,3
C1312636878,Activation,3
C1313129154,Activation,3
C13133060,Activation,3
C1313587911,Activation,3
C1313615833,Activation,3
C1313940667,Activation,3
C131412689,Activation,3
C131420902,Activation,3
C1314274977,Activation,3
C1314353010,Activation,3
C1314499487,Activation,3
C131527035,Activation,3
C1315392572,Activation,3
C1316033338,Activation,3
C1316214248,Activation,3
C1316740417,Activation,3
C1316763794,Activation,3
C131696791,Activation,3
C1318698561,Activation,3
C1318978641,Activation,3
C1319377475,Activation,3
C1319609098,Activation,3
C1319949415,Activation,3
C1320375746,Activation,3
C1320627151,Activation,3
C1321085787,Activation,3
C1321273727,Activation,3
C1321333910,Activation,3
C1321526330,Activation,3
C1322100754,Activation,3
C1322381590,Activation,3
C13225797,Activation,3
C1323122307,Activation,3
C1323299934,Activation,3
C1323434456,Activation,3
C1323638722,Activation,3
C1323797959,Activation,3
C1323930150,Activation,3
C1324043104,Activation,3
C132433393,Activation,3
C132473843,Activation,3
C1324987757,Activation,3
C1325096505,Activation,3
C1325126961,Activation,3
C1326188637,Activation,3
C1326346885,Activation,3
C1327508355,Activation,3
C1327670146,Activation,3
C1327882647,Activation,3
C1328326914,Activation,3
C132837208,Activation,3
C1328487364,Activation,3
C1328801948,Activation,3
C1329135302,Activation,3
C1329487815,Activation,3
C1329935528,Activation,3
C1329946363,Activation,3
C1330110958,Activation,3
C1330451334,Activation,3
C1331489578,Activation,3
C1331582731,Activation,3
C1331829443,Activation,3
C1332040146,Activation,3
C1332180070,Activation,3
C133235498,Activation,3
C1332434443,Activation,3
C1332702654,Activation,3
C1333169684,Activation,3
C133342319,Activation,3
C133353018,Activation,3
C1333813455,Activation,3
C1334025413,Activation,3
C1334187064,Activation,3
C1334405552,Activation,3
C1334465444,Activation,3
C1335541144,Activation,3
C1335615679,Activation,3
C1336183748,Activation,3
C1336256989,Activation,3
C1336273672,Activation,3
C1336358470,Activation,3
C1336389651,Activation,3
C1336518891,Activation,3
C1336772160,Activation,3
C1338159838,Activation,3
C1338415821,Activation,3
C1339675214,Activation,3
C1339851120,Activation,3
C1340063228,Activation,3
C1340312777,Activation,3
C1340594574,Activation,3
C1340596396,Activation,3
C134085656,Activation,3
C1340873625,Activation,3
C1340929577,Activation,3
C1342024703,Activation,3
C1342183875,Activation,3
C1342244082,Activation,3
C1342251524,Activation,3
C1343086585,Activation,3
C1343135760,Activation,3
C1343326051,Activation,3
C1343376648,Activation,3
C1343455954,Activation,3
C1343500180,Activation,3
C1343535445,Activation,3
C1343549154,Activation,3
C1343655030,Activation,3
C134383279,Activation,3
C1344002266,Activation,3
C1344277836,Activation,3
C1344634344,Activation,3
C1345101920,Activation,3
C1345605199,Activation,3
C1345990968,Activation,3
C1346194314,Activation,3
C1346698733,Activation,3
C1346753121,Activation,3
C1346995049,Activation,3
C1347068790,Activation,3
C1347258113,Activation,3
C1347259085,Activation,3
C1347260506,Activation,3
C1347324613,Activation,3
C1347372630,Activation,3
C13476489,Activation,3
C1348396248,Activation,3
C1348697498,Activation,3
C134880961,Activation,3
C1349419422,Activation,3
C1349492818,Activation,3
C1350141268,Activation,3
C1350230812,Activation,3
C1350659055,Activation,3
C1350723099,Activation,3
C1351320610,Activation,3
C1351323617,Activation,3
C135132555,Activation,3
C1351380996,Activation,3
C1351652548,Activation,3
C1351929617,Activation,3
C1352461400,Activation,3
C1352632732,Activation,3
C1352884053,Activation,3
C1353043821,Activation,3
C1353278775,Activation,3
C1353657671,Activation,3
C1353907463,Activation,3
C13539331,Activation,3
C1353978265,Activation,3
C1354111086,Activation,3
C1354307131,Activation,3
C1354536718,Activation,3
C135534894,Activation,3
C1355391463,Activation,3
C1355617171,Activation,3
C1355847784,Activation,3
C1355922572,Activation,3
C1356014393,Activation,3
C1356517693,Activation,3
C1356928798,Activation,3
C1357050524,Activation,3
C1357479917,Activation,3
C1357770570,Activation,3
C1357772203,Activation,3
C1357888616,Activation,3
C1357985676,Activation,3
C135832352,Activation,3
C1358700061,Activation,3
C1359352679,Activation,3
C1359467526,Activation,3
C135981249,Activation,3
C1360389351,Activation,3
C1360544029,Activation,3
C1360689528,Activation,3
C1360735702,Activation,3
C1360860736,Activation,3
C1361333152,Activation,3
C1361619963,Activation,3
C1361675449,Activation,3
C1362065573,Activation,3
C1362477685,Activation,3
C1362743884,Activation,3
C136293883,Activation,3
C1363018209,Activation,3
C1363187770,Activation,3
C1363437677,Activation,3
C1364127192,Activation,3
C1364188509,Activation,3
C136426142,Activation,3
C1364952326,Activation,3
C1365004104,Activation,3
C1365223423,Activation,3
C136533160,Activation,3
C1365547819,Activation,3
C1366228179,Activation,3
C1366299519,Activation,3
C1366321878,Activation,3
C136634417,Activation,3
C1366387168,Activation,3
C1366476838,Activation,3
C1366548953,Activation,3
C1366635170,Activation,3
C1366764100,Activation,3
C1366832046,Activation,3
C1367270224,Activation,3
C1367702961,Activation,3
C1367937262,Activation,3
C1368229796,Activation,3
C136863855,Activation,3
C136906216,Activation,3
C1369188336,Activation,3
C13692003,Activation,3
C1369232913,Activation,3
C1369254106,Activation,3
C136928681,Activation,3
C1369312276,Activation,3
C1370085660,Activation,3
C1370421735,Activation,3
C1370685766,Activation,3
C1370708725,Activation,3
C1370888603,Activation,3
C1371017446,Activation,3
C1371078457,Activation,3
C1371377403,Activation,3
C1371968077,Activation,3
C1372185413,Activation,3
C1372327870,Activation,3
C1372492756,Activation,3
C1372628002,Activation,3
C1373058287,Activation,3
C1373191789,Activation,3
C1373322164,Activation,3
C1373739020,Activation,3
C1373829253,Activation,3
C1374040436,Activation,3
C1374141932,Activation,3
C1374233613,Activation,3
C1374344025,Activation,3
C1374377088,Activation,3
C137450034,Activation,3
C137478420,Activation,3
C1375184391,Activation,3
C137533655,Activation,3
C1375503918,Activation,3
C1375603076,Activation,3
C1375615484,Activation,3
C1375978020,Activation,3
C1376162995,Activation,3
C1376272223,Activation,3
C1376413283,Activation,3
C1376942715,Activation,3
C1377043932,Activation,3
C1377280897,Activation,3
C1377632018,Activation,3
C1378313671,Activation,3
C1378620368,Activation,3
C1378980948,Activation,3
C137902575,Activation,3
C1379628544,Activation,3
C1379900917,Activation,3
C1380307239,Activation,3
C138035077,Activation,3
C1380882097,Activation,3
C1381052482,Activation,3
C1381373082,Activation,3
C1381675569,Activation,3
C1381975492,Activation,3
C1382437370,Activation,3
C1383213814,Activation,3
C1383489618,Activation,3
C1383859392,Activation,3
C1383952651,Activation,3
C1384579214,Activation,3
C1384626324,Activation,3
C1384674068,Activation,3
C1384810347,Activation,3
C138482312,Activation,3
C1384976980,Activation,3
C1385022604,Activation,3
C1385592810,Activation,3
C1386014813,Activation,3
C1386219117,Activation,3
C1386334187,Activation,3
C1386471589,Activation,3
C1386605683,Activation,3
C1386844753,Activation,3
C1387290846,Activation,3
C1387295459,Activation,3
C1387397359,Activation,3
C1387416875,Activation,3
C1387708046,Activation,3
C1387819669,Activation,3
C1388119731,Activation,3
C1388535947,Activation,3
C1388614734,Activation,3
C1388837580,Activation,3
C1388934597,Activation,3
C138899312,Activation,3
C1389046188,Activation,3
C1389553281,Activation,3
C1389870393,Activation,3
C1389887414,Activation,3
C1390208933,Activation,3
C139028296,Activation,3
C1390328972,Activation,3
C1390409394,Activation,3
C1391223821,Activation,3
C1391274777,Activation,3
C1391703729,Activation,3
C1391941558,Activation,3
C1392000851,Activation,3
C1392276809,Activation,3
C1392488521,Activation,3
C1392628098,Activation,3
C1392636479,Activation,3
C1392757965,Activation,3
C139275925,Activation,3
C1392925972,Activation,3
C1393117725,Activation,3
C1393439924,Activation,3
C1393741272,Activation,3
C1393901977,Activation,3
C1394122484,Activation,3
C1395071924,Activation,3
C1395197193,Activation,3
C1395405060,Activation,3
C1395548664,Activation,3
C1395649646,Activation,3
C139567724,Activation,3
C1395729546,Activation,3
C139582618,Activation,3
C1395896953,Activation,3
C1396053431,Activation,3
C139606427,Activation,3
C1396066056,Activation,3
C1396198422,Activation,3
C139632487,Activation,3
C1396564541,Activation,3
C1396691078,Activation,3
C1396855009,Activation,3
C1397090856,Activation,3
C1397478591,Activation,3
C1398344547,Activation,3
C1398662623,Activation,3
C1398711376,Activation,3
C139878018,Activation,3
C1399296547,Activation,3
C1399341304,Activation,3
C1399376501,Activation,3
C1399554611,Activation,3
C1400028457,Activation,3
C1400591529,Activation,3
C1400717591,Activation,3
C1401151925,Activation,3
C1401275229,Activation,3
C1401604030,Activation,3
C1401632766,Activation,3
C140166215,Activation,3
C1402128249,Activation,3
C1402144865,Activation,3
C1402549847,Activation,3
C1402670582,Activation,3
C1403093345,Activation,3
C140359285,Activation,3
C1403642146,Activation,3
C1403929359,Activation,3
C1404020862,Activation,3
C1404051898,Activation,3
C140477383,Activation,3
C1404885898,Activation,3
C1406154490,Activation,3
C1406252838,Activation,3
C1406501579,Activation,3
C140702728,Activation,3
C1407135183,Activation,3
C140720435,Activation,3
C1407322771,Activation,3
C1407686469,Activation,3
C1407773477,Activation,3
C1407865578,Activation,3
C1408814433,Activation,3
C1408863129,Activation,3
C1409061891,Activation,3
C1409592985,Activation,3
C1409640196,Activation,3
C1409902854,Activation,3
C1409933277,Activation,3
C1409947310,Activation,3
C1410307167,Activation,3
C141049972,Activation,3
C1410522707,Activation,3
C1410654808,Activation,3
C1410879349,Activation,3
C1410981762,Activation,3
C1411378743,Activation,3
C1411459679,Activation,3
C1411461059,Activation,3
C141206514,Activation,3
C1412325787,Activation,3
C1412560680,Activation,3
C1413149184,Activation,3
C1413288238,Activation,3
C1413607654,Activation,3
C1414061418,Activation,3
C1414793795,Activation,3
C1415217064,Activation,3
C1415552520,Activation,3
C1415686677,Activation,3
C1415925120,Activation,3
C1415942962,Activation,3
C1416286172,Activation,3
C1416504938,Activation,3
C1416798021,Activation,3
C1416902922,Activation,3
C1416924629,Activation,3
C1417290971,Activation,3
C1417837233,Activation,3
C1418109615,Activation,3
C1418432811,Activation,3
C1418607659,Activation,3
C1418682514,Activation,3
C1418786836,Activation,3
C1419011226,Activation,3
C1419156412,Activation,3
C1419296243,Activation,3
C1419487252,Activation,3
C1419528476,Activation,3
C1419603999,Activation,3
C1419831454,Activation,3
C1419832653,Activation,3
C1420196421,Activation,3
C1420261366,Activation,3
C1420516343,Activation,3
C1420554412,Activation,3
C1420583441,Activation,3
C1421116236,Activation,3
C1421336308,Activation,3
C1421370456,Activation,3
C1421664654,Activation,3
C1421733222,Activation,3
C1421921119,Activation,3
C1421965867,Activation,3
C1422056911,Activation,3
C1422133318,Activation,3
C1422357582,Activation,3
C1422380255,Activation,3
C1422611591,Activation,3
C1422736429,Activation,3
C1423124005,Activation,3
C142314551,Activation,3
C1423321917,Activation,3
C1423336678,Activation,3
C142345179,Activation,3
